,CURRÍCULO,CITAÇÕES,AUTORES,TÍTULO,REVISTA,LOCAL,VOLUME,PÁGINAS,ANO_PUB,DOI
3726,Rubens Lima do Monte Neto,  51,"['Rosa-Teijeiro, Chloé', 'Wagner, Victoria', 'Corbeil, Audrey', ""d'Anessa, Ilda"", 'Leprohon, Philippe', 'Monte Neto, Rubens L.', 'Fernandez-Prada, Christopher']",Three different mutations in the DNA topoisomerase 1B in Leishmania infantum contribute to resistance to antitumor drug topotecan,Parasites & Vectors,,14,438,2021,
3727,Rubens Lima do Monte Neto,  76,"['Martinez-Hernandez, Eduardo', 'Hammoud, Zaynab', 'Sousa, Alessandra Mara de', 'Kramer, Frank', 'Monte Neto, Rubens L.', 'Coutinho, Vinicius Maracajá', 'Martin, Alberto']",Network-based approaches reveal potential therapeutic targets for host-directed antileishmanial therapy driving drug repurposing,MICROBIOLOGY SPECTRUM,,9,e01018-21-17,2021,
3728,Rubens Lima do Monte Neto,   8,"['Alves, Pedro Augusto', 'Oliveira, Ellen Gonçalves', 'Luiza, Ana Paula Moreira', 'Almeida, Leticia Trindade', 'Gonçalves, Amanda B.', 'Borges, Iara', 'Rocha, Flávia S.', 'Rocha, Raissa Prado', 'Bezerra, Matheus F.', 'Miranda, Pâmella', 'Capanema, Flávio D.', 'Martins, Henrique R.', 'Weber, Gerald', 'Teixeira, Santuza Maria Ribeiro', 'Wallau, Gabriel L.', 'Monte Neto, Rubens L.']","Optimization and Clinical Validation of Colorimetric Reverse Transcription Loop-Mediated Isothermal Amplification, a Fast, Highly Sensitive and Specific COVID-19 Molecular Diagnostic Tool That Is Robust to Detect SARS-CoV-2 Variants of Concern",Frontiers in Microbiology,,12,713713,2021,
3729,Rubens Lima do Monte Neto,   8,"['Sandos, Cristiano dos', 'Ramos, Guilherme', 'Paula, Renata de', 'Faria, Karen', 'Moreira, Paulo Otávio', 'Pereira, Ramon', 'Melo, Maria Norma', 'Tafuri, Wagner L.', 'Demicheli, Cynthia', 'Ribeiro, Raul R.', 'Azevedo, Erly G.', 'Monte-Neto, Rubens Lima do', 'Silva, Sidney da', 'Frézard, Frédéric']","Therapeutic Efficacy of a Mixed Formulation of Conventional and PEGylated Liposomes Containing Meglumine Antimoniate, Combined with Allopurinol, in Dogs Naturally Infected with Leishmania infantum",ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,,64,e00234-20,2020,
3730,Rubens Lima do Monte Neto, 103,"['Tunes, Luiza G.', 'Correa, Roberta E. Morato', 'Garcia, Adriana', 'Schimidtz, Vinicius', 'Steindel, Mario', 'Corrêa Júnior, José Dias', 'Santos, Hélio dos', 'Frézard, Frédéric', 'Almeida, Mauro V.', 'Heveline Silva', 'Moretti, Nilmar S.', 'Barros, André Luiz B.', 'Monte-Neto, Rubens Lima do']",Preclinical gold complexes as oral drug candidates to treat leishmaniasis are potent trypanothione reductase inhibitors,ACS Infectious Diseases,,6,1121-1139,2020,
3731,Rubens Lima do Monte Neto,   1,"['Bhattacharya, Arijit', 'Corbeil, Audrey', 'Monte Neto, Rubens', 'Fernandez-Prada, Christopher']",Of Drugs and Trypanosomatids: New Tools and Knowledge to Reduce Bottlenecks in Drug Discovery,Genes,,11,1-24,2020,
3732,Rubens Lima do Monte Neto,  42,"['ESPINOSA, ANDRÉS VILLASEÑOR', 'COSTA, DANILO DE SOUZA', 'TUNES, LUIZA GUIMARÃES', ""MONTE'NETO, RUBENS L. DO"", 'GRAZUL, RICHARD MICHAEL', 'ALMEIDA, MAURO VIEIRA', 'SILVA, HEVELINE']","Anticancer and antileishmanial in vitro activity of gold(I) complexes with 1,3,4¿oxadiazole¿2( 3H )¿thione ligands derived from δ¿D¿gluconolactone",CHEMICAL BIOLOGY & DRUG DESIGN,,97,41-50,2020,
3733,Rubens Lima do Monte Neto,  27,"['Rugani, Jeronimo M.', 'Gontijo, Célia Maria Ferreira', 'Frézard, Frédéric', 'Soares, Rodrigo P. P.', 'Monte Neto, Rubens L.']",Antimony resistance in Leishmania braziliensis clinical isolates from atypical lesions associates with increased ARM56/ARM58 transcripts and reduced drug uptake,Memórias do Instituto Oswaldo Cruz,,114,1-9,2019,
3734,Rubens Lima do Monte Neto,  27,"['OLIVEIRA, MARTA', 'JOÃO RODRIGUES, MARIA', 'PEREIRA, CATARINA', 'NETO, RUBENS LIMA DO MONTE', 'JUNIOR, POLICARPO ADEMAR SANTOS', 'NENG, NUNO DA ROSA', 'NOGUEIRA, JOSÉ MANUEL FLORÊNCIO', 'VARELA, JOÃO', 'BARREIRA, LUÍSA', 'CUSTÓDIO, LUÍSA']",First report of the in vitro antileishmanial properties of extremophile plants from the Algarve Coast,NATURAL PRODUCT RESEARCH,,32,600-604,2018,
3735,Rubens Lima do Monte Neto, 129,"['Santi, Ana Maria M.', 'Lanza, Juliane S.', 'Tunes, Luiza G.', 'Fiuza, Jacqueline A.', 'Roy, Gaétan', 'Orfanó, Alessandra da S.', 'Carvalho, Andréa Teixeira', 'Murta, Silvane M. Fonseca', 'Monte Neto, Rubens L.']",Growth arrested live-attenuated Leishmania infantum KHARON1 null mutants display cytokinesis defect and protective immunity in mice,Scientific Reports,,8,11627,2018,
3736,Rubens Lima do Monte Neto,  93,"['TUNES, L.', 'CORREA, R.E.', 'GARCIA, A.', 'ALMEIDA, M.V.D.', 'STEINDEL, M.', 'Silva, H.', 'MONTE-NETO, R.']",GoldLeish: novel phosphine-derived gold(I) complexes against antimony-resistant and -sensitive Leishmania parasites as drug candidates for leishmaniasis treatment,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,,73,145,2018,
3737,Rubens Lima do Monte Neto, 244,"['Rugani, Jeronimo M.', 'Quaresma, Patrícia F.', 'Gontijo, Celia M. F.', 'Soares, Rodrigo P. P.', 'Monte-Neto, Rubens Lima do']",Intraspecies susceptibility of Leishmania (Viannia) braziliensis to antileishmanial drugs: Antimony resistance in human isolates from atypical lesions,BIOMEDICINE & PHARMACOTHERAPY,,108,1170-1180,2018,
3738,Rubens Lima do Monte Neto, 250,"['Tunes, Luiza G.', 'Allen, John', 'Zayas, Ricardo', 'Monte Neto, Rubens']",Planarians as models to investigate the bioactivity of gold(I) complexes in vivo,Scientific Reports,,8,16180,2018,
3739,Rubens Lima do Monte Neto,  59,"['Reis, Priscila G.', 'Monte Neto, Rubens L.', 'Melo, Maria Norma', 'Frézard, F']",Biophysical and Pharmacological Characterization of Energy-Dependent Efflux of Sb in Laboratory-Selected Resistant Strains of Leishmania (Viannia) Subgenus,Frontiers in Cell and Developmental Biology,,5,1-14,2017,
3740,Rubens Lima do Monte Neto,  26,"['ANDRADE, JUVANA M.', 'Baba, Elio H.', 'MACHADO-DE-AVILA, RICARDO A.', 'CHAVEZ-OLORTEGUI, CARLOS', 'DEMICHELI, CYNTHIA P.', 'Frézard, Frédéric', 'MONTE-NETO, RUBENS L.', 'MURTA, SILVANE M. F.']",Silver and nitrate oppositely modulate antimony susceptibility through aquaglyceroporin 1 in species,Antimicrobial Agents and Chemotherapy (Print),,60,4482-4489,2016,
3741,Rubens Lima do Monte Neto,   2,"['Chaves, Joana D. S.', 'Tunes, Luiza G.', 'Franco, Chris H. J.', 'Correa, Charlane C.', 'Murta, S. M. F.', 'Monte-Neto, Rubens Lima do', 'Heveline Silva', 'Ana Paula Fontes', 'Almeida, Mauro V.']","Novel gold(I) complexes with 5-phenyl-1,3,4-oxadiazole-2-thione and phosphine as potential anticancer and antileishmanial agents",European Journal of Medicinal Chemistry,,127,727-739,2016,
3742,Rubens Lima do Monte Neto,   3,"['Leprohon, Philippe', 'Fernandez-Prada, Christopher', 'Gazanion, Elodie', 'Monte Neto, Rubens', 'Ouellette, Marc']",Drug resistance analysis by next generation sequencing in Leishmania,International Journal for Parasitology: Drugs and Drug Resistance,,5,26-35,2015,
3743,Rubens Lima do Monte Neto,  45,"['Monte Neto, Rubens L.', 'Lafitte, Marie Claude', 'Leprohon, Philippe', 'Reis, Priscila G.', 'Frézard, F.', 'Ouellette, Marc']","Intrachromosomal Amplification, Locus Deletion and Point Mutation in the Aquaglyceroporin AQP1 Gene in Antimony Resistant Leishmania (Viannia) guyanensis",PLoS Neglected Tropical Diseases (Online),,9,e0003476,2015,
3744,Rubens Lima do Monte Neto,  11,"['PLOURDE, MARIE', 'UBEDA, JEAN-MICHEL', 'MANDAL, GOUTAM', 'DO MONTE-NETO, RUBENS LIMA', 'Mukhopadhyay, Rita', 'Ouellette, Marc']",Generation of an aquaglyceroporin AQP1 null mutant in Leishmania major,Molecular and Biochemical Parasitology (Print),,201,108-111,2015,
3745,Rubens Lima do Monte Neto,  19,"['Lizarazo-Jaimes, Edgar', 'Reis, Priscila G.', 'Bezerra, Filipe M.', 'Rodrigues, Bernardo L.', 'Monte Neto, Rubens', 'Melo, Maria Norma', 'Frézard, F.', 'Demicheli, Cynthia Peres']",Complexes of different nitrogen donor heterocyclic ligands with SbCl3 and PhSbCl2 as potential antileishmanial agents against SbIII-sensitive and -resistant parasites,Journal of Inorganic Biochemistry,,132,30-36,2014,
3746,Rubens Lima do Monte Neto,  84,"['Frezard, F.', 'MONTE NETO, RL', 'REIS, PRISCILA G.']",Antimony transport mechanisms in resistant leishmania parasites,BIOPHYSICAL REVIEWS,,6,119-132,2014,
3747,Rubens Lima do Monte Neto,  14,"['Mukherjee, Angana', 'Boisvert, Sébastien', 'Monte Neto, Rubens L.', 'Coelho C., Adriano', 'Raymond, Frederic', 'Mukhopadhyay, Rita', 'Corbeil, Jacques', 'Ouellette, Marc']",Telomeric gene deletion and intrachromosomal amplification in antimony-resistant,MOLECULAR MICROBIOLOGY,,88,189-202,2013,
3748,Rubens Lima do Monte Neto,  27,"['Guimarães, Tiago', 'Pinto, Maria do Carmo F. R.', 'Lanza, Juliane S.', 'Melo, Maria Norma', 'Monte Neto, Rubens L.', 'Melo, Isadora M. M.', 'Diogo, Emilay B. T.', 'Ferreira, Vitor F.', 'Camera, Celso A.', 'Valença, Wagner O.', 'Oliveira, Ronaldo N.', 'Frézard, F.', 'Silva-Júnior, Eufrânio N.']","Potent naphthoquinones against antimony-sensitive and -resistant Leishmania parasites: Synthesis of novel α- and nor-α-lapachone-based 1,2,3-triazoles by copper-catalyzed azide¿alkyne cycloaddition",European Journal of Medicinal Chemistry,,63,523-530,2013,
3749,Rubens Lima do Monte Neto,  72,"['MOREIRA, DOUGLAS S.', 'Monte Neto, Rubens L.', 'ANDRADE, JUVANA M.', 'Santi, Ana Maria M.', 'Reis, Priscila G.', 'Frézard, Frédéric', 'MURTA, SILVANE M.F.']",Molecular characterization of the MRPA transporter and antimony uptake in four New World Leishmania spp,International Journal for Parasitology: Drugs and Drug Resistance,,3,143-153,2013,
3750,Rubens Lima do Monte Neto,  18,"['Lizarazo-Jaimes, Edgar', 'Monte Neto, Rubens L.', 'Reis, Priscila G.', 'Fernandes, Nelson G.', 'Speziali, Nivaldo L.', 'Melo, Maria Norma', 'Frézard, F.', 'Demicheli, Cynthia Peres']",Improved Antileishmanial Activity of Dppz through Complexation with Antimony(III) and Bismuth(III): Investigation of the Role of the Metal,Molecules (Basel Online),,17,12622-12635,2012,
3751,Rubens Lima do Monte Neto,  13,"['SILVA, HEVELINE', 'SILVA, ANA CANDIDA A.', 'LEMOS, FERNANDA O.', 'MONTE-NETO, RUBENS L.', 'FONTES, ANA PAULA S.', 'LOPES, MIRIAM T.P.', 'Frézard, Frédéric']",Improved pharmacological profile of the lipophilic antitumor dichloro-(N-dodecyl)-propanediamine-platinum(II) complex after incorporation into pegylated liposomes,Anti-Cancer Drugs,,24,131-139,2012,
3752,Rubens Lima do Monte Neto,  16,"['Lira, Narlize Silva', 'MONTE-NETO, RUBENS L.', 'MARCHI, JOÃO GUILHERME B.', 'Lins, Antônio Cláudio da Silva', 'Tavares, Josean Fechine', 'Silva, Marcelo Sobral da', 'Dias, Celidarque da Silva', 'Barbosa-Filho, José Maria', 'SANTOS, CREUSIONI FIGUEREDO DOS', 'CUNHA, EMÍDIO VASCONCELOS LEITÃO DA', 'PINHEIRO, ULISSES DOS SANTOS', 'BRAZ-FILHO, RAIMUNDO']",Aplysfistularine: a novel dibromotyrosine derivative isolated from Aplysina fistularis,Química Nova (Impresso),,35,2189-2193,2012,
3753,Rubens Lima do Monte Neto,  74,"['Monte Neto, Rubens L.', 'Coelho, AC', 'Raymond, F.', 'Légaré, D.', 'Corbeil, J.', 'Melo, Maria N.', 'Frézard, F', 'Ouellette, M']",Gene Expression Profiling and Molecular Characterization of Antimony Resistance in Leishmania amazonensis,Plos Neglected Tropical Diseases,,5,e1167,2011,
3754,Rubens Lima do Monte Neto,  65,"['MONTE NETO, RL', 'Sousa, Louisa M.A.', 'Dias, Celidarque S.', 'BARBOSA-FILHO, J.M.', 'Oliveira, Márcia R.', 'Figueiredo, Regina C.B.Q.']","Morphological and physiological changes in Leishmania promastigotes induced by yangambin, a lignan obtained from Ocotea duckei",EXPERIMENTAL PARASITOLOGY,,127,215-221,2011,
3755,Rubens Lima do Monte Neto,  14,"['Ferreira, Cláudio S.', 'Rocha, Iara C. M. da', 'M. Neto, Rubens L.', 'Melo, Maria N.', 'Frézard, Frédéric', 'Demicheli, Cynthia']",Influence of the nucleobase on the physicochemical characteristics and biological activities of SbV-ribonucleoside complexes,Journal of the Brazilian Chemical Society (Impresso),,21,1258-1265,2010,
3756,Rubens Lima do Monte Neto,   7,"['MARTINS, P. S.', 'RIBEIRO, R. R.', 'BAHIA, A. P. C. O.', 'MONTE NETO, RL', 'FREZARD, F. J. G.', 'PIMENTA, A. M. C.', 'MELO, A. L.', 'L, Le Moyec', 'DEMICHELI, C. P.']",Physicochemical Characterization of Orally-Active Antimoniate/Beta-Cyclodextrin Nanoassemblies: Non-Inclusion Interactions and Sustained Drug Release Prperties,Brazilian Journal of Physics,,39,223-225,2009,
3757,Rubens Lima do Monte Neto,  31,"['SOUSA, L. M. A.', 'MONTE NETO, RL', 'SCHMIDT, D. N.', 'OLIVEIRA, M. R.']",Anti-mitotic activity towards sea urchin eggs of dichloromethane fraction obtained from Allamanda schotti Pohl (Apocynaceae),Revista Brasileira de Farmacognosia (Impresso),,19,359-352,2009,
3758,Rubens Lima do Monte Neto,  18,"['Ribeiro, Raul R.', 'Ferreira, Weverson A.', 'Martins, Patricia S.', 'MONTE NETO, RL', 'Rocha, Olguita G. F.', 'Le Moyec, Laurence', 'Demicheli, Cynthia', 'FrÃ©zard, FrÃ©dÃ©ric']",Prolonged absorption of antimony(V) by the oral route from non-inclusion meglumine antimoniateâ??Î²-cyclodextrin conjugates,Biopharmaceutics & Drug Disposition,,,n/a-n/a,2009,
3759,Rubens Lima do Monte Neto,  78,"['MONTE NETO, RL', 'SOUSA, L. M. A.', 'DIAS, C. S.', 'BARBOSA FILHO, J. M.', 'OLIVEIRA, M. R.']",Yangambin Cytotoxicity: A Pharmacologically Active Lignan Obtained from Ocotea duckei Vattimo (Lauraceae),Zeitschrift für Naturforschung C A Journal of Biosciences,,63,681-686,2008,
3760,Rubens Lima do Monte Neto,  65,"['MONTE NETO, RL', 'BARBOSA FILHO, J. M.', 'SOUZA, L. M. A. E.', 'ATHAYDE FILHO, P. F.', 'DIAS, C. S.', 'OLIVEIRA, M. R.']","Crude Ethanolic Extract, Lignoid Fraction And Yangambin From Ocotea duckei (Lauraceae) Show Antilheishmanial Activity",Zeitschrift für Naturforschung C A Journal of Biosciences,,62C,348-352,2007,
3761,Silvane Maria Fonseca Murta,  47,"['LOPES, MARIANA EDUARDA A.S. A.', 'RIBEIRO, JULIANA M.', 'TEIXEIRA-CARVALHO, ANDRÉA', 'MURTA, SILVANE M.F.', 'SOUZA-FAGUNDES, ELAINE M.']",A functional assay using human whole blood and flow cytometry analysis to evaluate cytotoxicity and immunomodulatory effect of anti-Trypanosoma cruzi drugs,EXPERIMENTAL PARASITOLOGY,,247,108490,2023,
3762,Silvane Maria Fonseca Murta,  26,"['LIMA, DAVI ALVARENGA', 'GONÇALVES, LEILANE OLIVEIRA', 'REIS-CUNHA, JOÃO LUÍS', 'GUIMARÃES, PAUL ANDERSON SOUZA', 'RUIZ, JERONIMO CONCEIÇÃO', 'LIARTE, Daniel Barbosa', 'MURTA, SILVANE MARIA FONSECA']",Transcriptomic analysis of benznidazole-resistant and susceptible Trypanosoma cruzi populations,Parasites & Vectors,,16,167,2023,
3763,Silvane Maria Fonseca Murta, 229,"['SANTI, ANA MARIA MURTA', 'MURTA/, SILVANE MARIA FONSECA']",Antioxidant defence system as a rational target for Chagas disease and Leishmaniasis chemotherapy,Memórias do Instituto Oswaldo Cruz,,117,e210401,2022,
3764,Silvane Maria Fonseca Murta,  14,"['SANTI, ANA MARIA MURTA', 'MURTA, SILVANE MARIA FONSECA']",Impact of Genetic Diversity and Genome Plasticity of Leishmania spp,Frontiers in Cellular and Infection Microbiology,,12,826287,2022,
3765,Silvane Maria Fonseca Murta,  18,"['FARIA, JESSICA V.', 'PASSOS, FERNANDA P.Z.', 'DA COSTA, PAULO H.A.', 'DE OLIVEIRA, ANDRESSA P.', 'DA CRUZ, YASMIN O.D.', 'CASTELO-BRANCO, FREDERICO S.', 'LOURENÇO, MARIA C.S.', 'MURTA, SILVANE M.F.', 'JUNIOR, POLICARPO A.S.', 'BERNARDINO, ALICE M.R.', 'BASTOS, MONICA M.', 'BOECHAT, NUBIA']",Novel 2-Nitroimidazole and Imidazooxazole Derivatives and their Activity against Trypanosoma cruzi and Mycobacterium tuberculosis,Medicinal Chemistry,,18,701-709,2022,
3766,Silvane Maria Fonseca Murta,  26,"['SABOIA-VAHIA, LEONARDO', 'CUERVO, PATRICIA', ""WI'NIEWSKI, JACEK R."", 'DIAS-LOPES, GEOVANE', 'PINHO, NATHALIA', 'PADRÓN, GABRIEL', 'DE PILLA VAROTTI, FERNANDO', 'MURTA, SILVANE MARIA FONSECA']",In-Depth Quantitative Proteomics Characterization of In Vitro Selected Miltefosine Resistance in Leishmania infantum,PROTEOMES,,10,10,2022,
3767,Silvane Maria Fonseca Murta,  77,"['HICKSON, JÉSSICA', 'ATHAYDE, LUCAS FELIPE ALMEIDA', 'MIRANDA, THAINÁ GODINHO', 'JUNIOR, POLICARPO ADEMAR SALES', 'DOS SANTOS, ANDERSON COQUEIRO', 'DA CUNHA GALVÃO, LÚCIA MARIA', 'DA CÂMARA, ANTÔNIA CLÁUDIA JÁCOME', 'BARTHOLOMEU, DANIELLA CASTANHEIRA', 'DE SOUZA, RITA DE CÁSSIA MOREIRA', 'MURTA, SILVANE MARIA FONSECA', 'NAHUM, LAILA ALVES']",Trypanosoma cruzi iron superoxide dismutases: insights from phylogenetics to chemotherapeutic target assessment,Parasites & Vectors,,15,194,2022,
3768,Silvane Maria Fonseca Murta,  21,"['RIBEIRO, JULIANA M.', 'RODRIGUES-ALVES, MARINA L.', 'OLIVEIRA, EDWARD', 'GUIMARÃES, PEDRO P.G.', 'MARIA MURTA SANTI, ANA', 'TEIXEIRA-CARVALHO, ANDREA', 'MURTA, SILVANE M.F.', 'PERUHYPE-MAGALHÃES, VANESSA', 'SOUZA-FAGUNDES, ELAINE M.']","Pamidronate, a promising repositioning drug to treat leishmaniasis, displays antileishmanial and immunomodulatory potential",INTERNATIONAL IMMUNOPHARMACOLOGY,,110,108952,2022,
3769,Silvane Maria Fonseca Murta,  33,"['MARTINHO, ANA CLARA CASSIANO', 'RESENDE, DANIELA DE MELO', 'LANDIN, EMANUELLY SILVA', 'DIT LAPIERRE, THIBAULT JOSEPH WILLIAM JACQUES', 'BERNARDES, TALITA CRISTINA DINIZ', 'MARTINS, LUAN CARVALHO', 'FERREIRA, RAFAELA SALGADO', 'MURTA, SILVANE MARIA FONSECA', 'DE OLIVEIRA REZENDE JÚNIOR, CELSO']","Synthesis, Design, and Structure-Activity Relationship of a Benzenesulfonylpiperazine Series Against Trypanosoma Cruzi",ChemMedChem,,22,1,2022,
3770,Silvane Maria Fonseca Murta,  73,"['SANTI, ANA MARIA MURTA', 'RIBEIRO, JULIANA MARTINS', 'REIS-CUNHA, JOÃO LUÍS', 'BURLE-CALDAS, GABRIELA DE ASSIS', 'SANTOS, ISABELLA FERNANDES MARTINS', 'SILVA, PAULA ALVES', 'RESENDE, DANIELA DE MELO', 'BARTHOLOMEU, DANIELLA CASTANHEIRA', 'TEIXEIRA, SANTUZA MARIA RIBEIRO', 'MURTA, SILVANE MARIA FONSECA']",Disruption of multiple copies of the Prostaglandin F2alpha synthase gene affects oxidative stress response and infectivity in Trypanosoma cruzi,PLoS Neglected Tropical Diseases,,16,e0010845,2022,
3771,Silvane Maria Fonseca Murta,  52,"['SOUSA, LUCAS', 'AZEVEDO, MARIA LUÍZA', 'ROCHA, DAYANA', 'ANDRADE, ÂNGELA', 'AMPARO, TATIANE', 'DOS SANTOS, ORLANDO', 'SEIBERT, JANAÍNA', 'PEREIRA, LUCIANO', 'VIEIRA, PAULA', 'CARNEIRO, CLÁUDIA', 'BARBOZA, ANA PAULA', 'NEVES, BERNARDO', 'SALES JR., POLICARPO', 'MURTA, SILVANE', 'NOVACK, KÁTIA', 'DOS SANTOS, VIVIANE']",Trypanocidal Activity and Increased Solubility of Benznidazole Incorporated in PEG 4000 and Its Derivatives,JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY,,32,1162-1172,2021,
3772,Silvane Maria Fonseca Murta,  80,"['HORÁCIO, ELVIRA CYNTHIA ALVES', 'HICKSON, JÉSSICA', 'MURTA, SILVANE MARIA FONSECA', 'RUIZ, JERONIMO CONCEIÇÃO', 'NAHUM, LAILA ALVES']",Perspectives From Systems Biology to Improve Knowledge of Leishmania Drug Resistance,Frontiers in Cellular and Infection Microbiology,,11,653670,2021,
3773,Silvane Maria Fonseca Murta,  45,"['SANTI, ANA MARIA MURTA', 'SILVA, PAULA ALVES', 'SANTOS, ISABELLA FERNANDES MARTINS', 'MURTA, SILVANE MARIA FONSECA']",Downregulation of FeSOD-A expression in Leishmania infantum alters trivalent antimony and miltefosine susceptibility,Parasites & Vectors,,14,366,2021,
3774,Silvane Maria Fonseca Murta, 102,"['CAPELINI, CAMILA', 'DE SOUZA, KÁTIA R.', 'BARBOSA, JULIANA M. C.', 'SALOMÃO, KELLY', 'SALES JUNIOR, POLICARPO A.', 'Murta, Silvane M. F.', 'WARDELL, SOLANGE M. S. V.', 'WARDELL, JAMES L.', 'DA SILVA, EDSON F.', 'CARVALHO, SAMIR A.']",Phenoxyacetohydrazones against Trypanosoma cruzi,MEDICINAL CHEMISTRY RESEARCH,,30,1703-1712,2021,
3775,Silvane Maria Fonseca Murta, 502,"['SOUZA ANDRADE, JOSIMARA', 'GOMES DE ABREU, LEONARDO', 'ADEMAR SALES JUNIOR, POLICARPO', 'MARIA FONSECA MURTA, SILVANE', 'GUY TAYLOR, JASON']",In Vitro Evaluation of Synthetic Flavones Against Trypanosoma cruzi,REVISTA VIRTUAL DE QUÍMICA,,13,146-155,2021,
3776,Silvane Maria Fonseca Murta,  42,"['MACIEL DIOGO, GABRIELA', 'ANDRADE, JOSIMARA SOUZA', 'SALES JUNIOR, POLICARPO ADEMAR', 'MARIA FONSECA MURTA, SILVANE', 'DOS SANTOS, VIVIANE MARTINS REBELLO', 'TAYLOR, JASON GUY']",Trypanocidal Activity of Flavanone Derivatives,MOLECULES,,25,397,2020,
3777,Silvane Maria Fonseca Murta,  20,"['DE MENEZES, GRACIÉLE CUNHA ALVES', 'PORTO, BÁRBARA ALVES', 'AMORIM, SORAYA SANDER', 'ZANI, CARLOS LEOMAR', 'DE ALMEIDA ALVES, TÂNIA MARIA', 'JUNIOR, POLICARPO ADEMAR SALES', 'MURTA, SILVANE MARIA FONSECA', 'SIMÕES, JEFFERSON CARDIA', 'COTA, BETANIA BARROS', 'ROSA, CARLOS AUGUSTO', 'ROSA, LUIZ HENRIQUE']","Fungi in glacial ice of Antarctica: diversity, distribution and bioprospecting of bioactive compounds",EXTREMOPHILES,,24,367-376,2020,
3778,Silvane Maria Fonseca Murta,  87,"['RIBEIRO, CHRISTIANA VARGAS', 'ROCHA, BRUNA FONTE BOA', 'OLIVEIRA, EDWARD', 'TEIXEIRA-CARVALHO, ANDREA', 'MARTINS-FILHO, OLINDO ASSIS', 'MURTA, SILVANE MARIA FONSECA', 'PERUHYPE-MAGALHÃES, VANESSA']",Leishmania infantum induces high phagocytic capacity and intracellular nitric oxide production by human proinflammatory monocyte,Memórias do Instituto Oswaldo Cruz,,115,e190408,2020,
3779,Silvane Maria Fonseca Murta, 104,"['OGAKI, MAYARA B.', 'VIEIRA, ROSEMARY', 'MUNIZ, MARCELO C.', 'ZANI, CARLOS L.', 'ALVES, TÂNIA M. A.', 'JUNIOR, POLICARPO A. S.', 'Murta, Silvane M. F.', 'BARBOSA, EMERSON C.', 'OLIVEIRA, JAQUELLINE G.', 'CERAVOLO, ISABELA P.', 'PEREIRA, PATRÍCIA O.', 'ROSA, CARLOS A.', 'ROSA, LUIZ H.']","Diversity, ecology, and bioprospecting of culturable fungi in lakes impacted by anthropogenic activities in Maritime Antarctica",EXTREMOPHILES,,11,10007,2020,
3780,Silvane Maria Fonseca Murta,   5,"['ANDRADE, LAILA DE CARVALHO', 'SANTI, ANA MARIA MURTA', 'ALVES, CERES LUCIANA', 'FERREIRA, WESLEY ROGER RODRIGUES', 'DE ASSIS, ANTÔNIO VINÍCIUS', 'OLIVEIRA, EDWARD', 'MACHADO, CARLOS RENATO', 'MURTA, SILVANE MARIA FONSECA']",The heterologous expression of Escherichia coli MutT enzyme is involved in the protection against oxidative stress in Leishmania braziliensis,Memórias do Instituto Oswaldo Cruz,,115,e190469,2020,
3781,Silvane Maria Fonseca Murta, 116,"['OGAKI, MAYARA B.', 'TEIXEIRA, DANIELA R.', 'VIEIRA, ROSEMARY', 'LÍRIO, JUAN M.', 'FELIZARDO, JOÃO P.S.', 'ABUCHACRA, RODRIGO C.', 'CARDOSO, RENAN P.', 'ZANI, CARLOS L.', 'ALVES, TÂNIA M.A.', 'JUNIOR, POLICARPO A.S.', 'MURTA, SILVANE M.F.', 'BARBOSA, EMERSON C.', 'OLIVEIRA, JAQUELLINE G.', 'CERAVOLO, ISABELA P.', 'PEREIRA, PATRÍCIA O.', 'ROSA, CARLOS A.', 'ROSA, LUIZ H.']",Diversity and bioprospecting of cultivable fungal assemblages in sediments of lakes in the Antarctic Peninsula,Fungal Biology,,124,601-611,2020,
3782,Silvane Maria Fonseca Murta,  25,"['ANDRADE, JUVANA MOREIRA', 'GONÇALVES, LEILANE OLIVEIRA', 'LIARTE, Daniel Barbosa', 'LIMA, DAVI ALVARENGA', 'GUIMARÃES, FREDERICO GONÇALVES', 'DE MELO RESENDE, DANIELA', 'SANTI, ANA MARIA MURTA', 'DE OLIVEIRA, LUCIANA MARCIA', 'VELLOSO, JOÃO PAULO LINHARES', 'DELFINO, RENATO GUIMARÃES', 'PESCHER, PASCALE', 'SPÄTH, GERALD F.', 'RUIZ, JERONIMO CONCEIÇÃO', 'MURTA, SILVANE MARIA FONSECA']",Comparative transcriptomic analysis of antimony resistant and susceptible Leishmania infantum lines,Parasites & Vectors,,13,600,2020,
3783,Silvane Maria Fonseca Murta,  11,"['Capelini C', 'Camara VR', 'Villar JF', 'Barbosa JM', 'Salomão K', 'de Castro SL', 'SALES JUNIOR, P. A.', 'MURTA, S.M.F.', 'Couto T', 'Lourenço MC', 'Wardell JL', 'LOW, JOHN N.', 'DA SILVA, EDSON F.', 'CARVALHO, SAMIR A.']","Synthesis, antitrypanosomal and antimycobacterial activities of coumarinic N-acylhydrazonic derivatives",Medicinal Chemistry,,16,630-637,2020,
