DOI,TIPO,DATE,TITLE,ABSTRACT,INTERESSE,LINK_PDF
10.46242/jst-iuh.v38i02.292,journal-article,2021-01-21,AUTOMATIC SUBJECT LABELING IN DOCUMENTS BY USING ONTOLOGY AND GRAPH DATABASES,"Ontologies apply to many applications in recent years, such as information retrieval, information extraction, and text document classification. The purpose of domain-specific ontology is to enrich the identification of concept and the interrelationships. In our research, we use ontology to specify a set of generic subjects (concept) that characterizes the domain as well as their definitions and interrelationships. This paper introduces a system for labeling subjects of a text documents based on the differential layers of domain specific ontology, which contains the information and the vocabularies related to the computer domain. A document can contain several subjects such as data science, database, and machine learning. The subjects in text document classification are determined based on the differential layers of the domain specific ontology. We combine the methodologies of Natural Language Processing with domain ontology to determine the subjects in text document. In order to increase performance, we use graph database to store and access ontology. Besides, the paper focuses on evaluating our proposed algorithm with some other methods. Experimental results show that our proposed algorithm yields performance significantly",Dentro do Escopo,
10.1093/bioinformatics/btv260,journal-article,2015-06-13,Exploiting ontology graph for predicting sparsely annotated gene function,"<jats:title>Abstract</jats:title>
               Motivation: Systematically predicting gene (or protein) function based on molecular interaction networks has become an important tool in refining and enhancing the existing annotation catalogs, such as the Gene Ontology (GO) database. However, functional labels with only a few (&amp;lt;10) annotated genes, which constitute about half of the GO terms in yeast, mouse and human, pose a unique challenge in that any prediction algorithm that independently considers each label faces a paucity of information and thus is prone to capture non-generalizable patterns in the data, resulting in poor predictive performance. There exist a variety of algorithms for function prediction, but none properly address this ‘overfitting’ issue of sparsely annotated functions, or do so in a manner scalable to tens of thousands of functions in the human catalog.
               Results: We propose a novel function prediction algorithm, clusDCA, which transfers information between similar functional labels to alleviate the overfitting problem for sparsely annotated functions. Our method is scalable to datasets with a large number of annotations. In a cross-validation experiment in yeast, mouse and human, our method greatly outperformed previous state-of-the-art function prediction algorithms in predicting sparsely annotated functions, without sacrificing the performance on labels with sufficient information. Furthermore, we show that our method can accurately predict genes that will be assigned a functional label that has no known annotations, based only on the ontology graph structure and genes associated with other labels, which further suggests that our method effectively utilizes the similarity between gene functions.
               Availability and implementation:  https://github.com/wangshenguiuc/clusDCA.
               Contact:  jianpeng@illinois.edu
               Supplementary information: Supplementary data are available at Bioinformatics online.",Dentro do Escopo,Falha na requisição para o DOI: 10.1093/bioinformatics/btv260
10.3390/app11030932,journal-article,2021-01-20,Learning Knowledge Using Frequent Subgraph Mining from Ontology Graph Data,"In many areas, vast amounts of information are rapidly accumulating in the form of ontology-based knowledge graphs, and the use of information in these forms of knowledge graphs is becoming increasingly important. This study proposes a novel method for efficiently learning frequent subgraphs (i.e., knowledge) from ontology-based graph data. An ontology-based large-scale graph is decomposed into small unit subgraphs, which are used as the unit to calculate the frequency of the subgraph. The frequent subgraphs are extracted through candidate generation and chunking processes. To verify the usefulness of the extracted frequent subgraphs, the methodology was applied to movie rating prediction. Using the frequent subgraphs as user profiles, the graph similarity between the rating graph and new item graph was calculated to predict the rating. The MovieLens dataset was used for the experiment, and a comparison showed that the proposed method outperformed other widely used recommendation methods. This study is meaningful in that it proposed an efficient method for extracting frequent subgraphs while maintaining semantic information and considering scalability in large-scale graphs. Furthermore, the proposed method can provide results that include semantic information to serve as a logical basis for rating prediction or recommendation, which existing methods are unable to provide.",Dentro do Escopo,https://www.mdpi.com/2076-3417/11/3/932/pdf?version=1611566327
10.1186/s12859-017-1999-8,journal-article,2018-01-05,Inferring ontology graph structures using OWL reasoning,,Dentro do Escopo,https://bmcbioinformatics.biomedcentral.com/counter/pdf/10.1186/s12859-017-1999-8.pdf
10.1016/j.websem.2023.100797,journal-article,2023-06-29,SemanticHadith: An ontology-driven knowledge graph for the hadith corpus,,Dentro do Escopo,Link para PDF não encontrado.
10.1016/j.knosys.2014.10.007,journal-article,2014-10-14,Algebraic graph transformations for formalizing ontology changes and evolving ontologies,,Dentro do Escopo,Link para PDF não encontrado.
10.25205/1818-7900-2022-20-4-24-38,journal-article,2023-06-14,Domain Ontology Representation Model Based on Graph Databases,"The article presents an approach to modeling domain ontologies based on graph databases. Ontology is traditionally considered as a means of studying and formalizing the subject area. Based on ontologies, knowledge bases of information systems are formed, which can later be replenished and used to study certain applied aspects of the subject area. At the same time, with the development of NoSQL technologies and graph databases aimed at optimizing work with related data, it becomes possible to design a data warehouse without a strict pre-established domain model. Due to the obvious graph nature of ontologies, graph databases are a promising solution for storing and working with ontologies. However, with all the similarities, the ontology and data models used in graph DBMSs are not so easy to combine. The paper proposes an approach to the integration of ontological and graph models of knowledge representation and considers its application in creating a database for a prototype of a web ontology editor. Visual tools for editing ontologies are described, an algorithm for layer-by-layer rendering of a directed graph is given, a mechanism for generating dynamic forms for editing classes and ontology instances is described, and basic support for ontological design patterns is implemented.",Dentro do Escopo,Link para PDF não encontrado.
10.3923/itj.2010.825.831,journal-article,2010-10-08,A Semantic-Aware Algorithm to Rank Concepts in an OWL Ontology Graph,,Dentro do Escopo,https://scialert.net/qredirect.php?doi=itj.2010.825.831&linkid=pdf
10.7717/peerj.2990,journal-article,2017-03-02,Exploring biomedical ontology mappings with graph theory methods,"<jats:sec><jats:title>Background</jats:title>In the era of semantic web, life science ontologies play an important role in tasks such as annotating biological objects, linking relevant data pieces, and verifying data consistency. Understanding ontology structures and overlapping ontologies is essential for tasks such as ontology reuse and development. We present an exploratory study where we examine structure and look for patterns in BioPortal, a comprehensive publicly available repository of live science ontologies.</jats:sec><jats:sec><jats:title>Methods</jats:title>We report an analysis of biomedical ontology mapping data over time. We apply graph theory methods such as Modularity Analysis and Betweenness Centrality to analyse data gathered at five different time points. We identify communities, i.e., sets of overlapping ontologies, and define similar and closest communities. We demonstrate evolution of identified communities over time and identify core ontologies of the closest communities. We use BioPortal project and category data to measure community coherence. We also validate identified communities with their mutual mentions in scientific literature.</jats:sec><jats:sec><jats:title>Results</jats:title>With comparing mapping data gathered at five different time points, we identified similar and closest communities of overlapping ontologies, and demonstrated evolution of communities over time. Results showed that anatomy and health ontologies tend to form more isolated communities compared to other categories. We also showed that communities contain all or the majority of ontologies being used in narrower projects. In addition, we identified major changes in mapping data after migration to BioPortal Version 4.</jats:sec>",Dentro do Escopo,https://peerj.com/articles/2990.pdf
10.1142/s1793351x24300024,journal-article,2023-12-17,Semantic Knowledge Graph Generator and Ontology Recommender: Industry Use Cases,,Dentro do Escopo,Falha na requisição para o DOI: 10.1142/s1793351x24300024
10.1016/j.eswa.2023.120239,journal-article,2023-05-09,KNIT: Ontology reusability through knowledge graph exploration,,Dentro do Escopo,Link para PDF não encontrado.
10.4218/etrij.2021-0261,journal-article,2021-12-08,GOMS: Large‐scale ontology management system using graph databases,,Dentro do Escopo,Falha na requisição para o DOI: 10.4218/etrij.2021-0261
10.1089/cmb.2021.0069,journal-article,2021-12-01,GoVec: Gene Ontology Representation Learning Using Weighted Heterogeneous Graph and Meta-Path,,Dentro do Escopo,https://www.liebertpub.com/doi/pdf/10.1089/cmb.2021.0069?download=true
10.1016/j.cogsys.2018.12.011,journal-article,2018-12-31,Graph-based ontology reasoning for formal verification of BREEAM rules,,Dentro do Escopo,Link para PDF não encontrado.
10.3390/app7060543,journal-article,2017-05-30,DegoViz: An Interactive Visualization Tool for a Differentially Expressed Genes Heatmap and Gene Ontology Graph,,Fora do Escopo,Fora do Escopo
10.22376/ijpbs.2017.8.2.b183-192,journal-article,2017-04-06,Gene ontology based functional analysis and graph theory for partitioning gene interaction networks,,Dentro do Escopo,Link para PDF não encontrado.
10.24912/computatio.v4i2.9678,journal-article,2022-06-03,PENGUKURAN KEMIRIPAN SEMANTIK BERBASIS GRAPH PADA GENE ONTOLOGY,"Ontologi mendukung suatu sistem Knowledge Management dan membuka kemungkinan untuk berpindah dari pandangan berorientasi dokumen ke arah pengetahuan yang saling terkait dan dapat dimanfaatkan kembali secara lebih fleksibel dan dinamis. Salah satu dokumen ontology yang sangat berperan dalam dunia bioinformatika adalah Gene Ontology. Gene Ontology dibangun berbasis Graph, memuat banyak term/istilah tentang Gen pada makhluk hidup. Gen dapat melakukan mutasi dan hal ini menyebabkan resistensi terhadap segala jenis obat. Gen yang diketahui menyebabkan penyakit malaria resisten terhadap obat antimalarial yaitu gen dhfr dan dhps. Penelusuran kemungkinan gen lain yang resisten dapat dilakukan dengan mengetahui sifat-sifat gen yang berhubungan dengan resistensi tersebut. Salah satu cara adalah dengan menghitung kemiripannya secara semantik melalui pendekatan path length metode Wang. Hasil penelitian menunjukkan bahwa rentang nilai kemiripan kedua gen tersebut adalah 0 – 1. Nilai kemiripan diuji pada salah satu komponen dalam Gene Ontology yaitu pada Molecular Function dengan nilai kemiripan sebesar 0.35 karena terhubung oleh 2 node yang sama yaitu catalytic activity. Dengan demikian penelitian ini diharapkan dapat mendeteksi gen lain yang terindikasi resistensi sebelum penelitian lebih lanjut secara molekuler.",Fora do Escopo,Fora do Escopo
10.1038/s41598-020-73326-3,journal-article,2020-10-07,Graph-based exploitation of gene ontology using GOxploreR for scrutinizing biological significance,"<jats:title>Abstract</jats:title>Gene ontology (GO) is an eminent knowledge base frequently used for providing biological interpretations for the analysis of genes or gene sets from biological, medical and clinical problems. Unfortunately, the interpretation of such results is challenging due to the large number of GO terms, their hierarchical and connected organization as directed acyclic graphs (DAGs) and the lack of tools allowing to exploit this structural information explicitly. For this reason, we developed the  package . The main features of  are (I) easy and direct access to structural features of GO, (II) structure-based ranking of GO-terms, (III) mapping to reduced GO-DAGs including visualization capabilities and (IV) prioritizing of GO-terms. The underlying idea of  is to exploit a graph-theoretical perspective of GO as manifested by its DAG-structure and the containing hierarchy levels for cumulating semantic information. That means all these features enhance the utilization of structural information of GO and complement existing analysis tools. Overall,  provides exploratory as well as confirmatory tools for complementing any kind of analysis resulting in a list of GO-terms, e.g., from differentially expressed genes or gene sets, GWAS or biomarkers. Our  package  is freely available from CRAN.",Dentro do Escopo,https://www.nature.com/articles/s41598-020-73326-3.pdf
10.3390/rs70709473,journal-article,2015-07-22,Improving the Computational Performance of Ontology-Based Classification Using Graph Databases,,Dentro do Escopo,https://www.mdpi.com/2072-4292/7/7/9473/pdf?version=1437567323
10.1016/j.procs.2016.08.139,journal-article,2016-09-07,MEMO GRAPH: An Ontology Visualization Tool for Everyone,,Dentro do Escopo,Link para PDF não encontrado.
10.26438/ijcse/v6i10.149152,journal-article,2019-01-04,Mapping Of Pulmonary Disease Ontology Terms Using Graph Stream,,Dentro do Escopo,Falha na requisição para o DOI: 10.26438/ijcse/v6i10.149152
10.1007/s41870-023-01575-2,journal-article,2023-10-31,Constructing a subject-based ontology through the utilization of a semantic knowledge graph,,Dentro do Escopo,Link para PDF não encontrado.
10.5511/plantbiotechnology.26.9,journal-article,2011-02-25,DAGViz: a directed acyclic graph browser that supports analysis of Gene Ontology annotation,,Dentro do Escopo,https://www.jstage.jst.go.jp/article/plantbiotechnology/26/1/26_1_9/_pdf/-char/en
10.3389/frai.2023.1187090,journal-article,2023-10-16,C3PO: a crop planning and production process ontology and knowledge graph,"Vegetable crop farmers diversify their production by growing a range of crops during the season on the same plot. Crop diversification and rotation enables farmers to increase their income and crop yields while enhancing their farm sustainability against climatic events and pest attacks. Farmers must plan their agricultural work per year and over successive years. Planning decisions are made on the basis of their experience regarding previous plans. For the purpose of assisting farmers in planning decisions and monitoring, we developed the <jats:italic>Crop Planning and Production Process Ontology</jats:italic> (C3PO), i.e., a representation of agricultural knowledge and data for diversified crop production. C3PO is composed of eight modules to capture all crop production dimensions and complexity for representing farming practices and constraints. It encodes agricultural processes and farm plot organization and captures common agricultural knowledge. C3PO introduces a representation of technical itineraries, i.e., sequences of technical farming tasks to grow vegetables, from soil identification and seed selection to harvest and storage. C3PO is the backbone of a knowledge graph which aggregates data from heterogeneous related semantic resources, e.g., organism taxonomies, chemicals, reference crop listings, or development stages. C3PO and its knowledge graph are used by the Elzeard enterprise to develop knowledge-based decision support systems for farmers. This article describes how we built C3PO and its knowledge graph—which are both publicly available—and briefly outlines their applications.",Dentro do Escopo,https://www.frontiersin.org/articles/10.3389/frai.2023.1187090/pdf?isPublishedV2=False
10.1109/tla.2018.8291487,journal-article,2018-02-14,Tutorial Function Groupware based on a Workflow Ontology and a Directed Acyclic Graph,,Dentro do Escopo,Falha na requisição para o DOI: 10.1109/tla.2018.8291487
10.1186/1471-2105-7-443,journal-article,2006-10-11,GOLEM: an interactive graph-based gene-ontology navigation and analysis tool,"<jats:title>Abstract</jats:title>
          <jats:sec>
            <jats:title>Background</jats:title>
            The Gene Ontology has become an extremely useful tool for the analysis of genomic data and structuring of biological knowledge. Several excellent software tools for navigating the gene ontology have been developed. However, no existing system provides an interactively expandable graph-based view of the gene ontology hierarchy. Furthermore, most existing tools are web-based or require an Internet connection, will not load local annotations files, and provide either analysis or visualization functionality, but not both.
          </jats:sec>
          <jats:sec>
            <jats:title>Results</jats:title>
            To address the above limitations, we have developed GOLEM (Gene Ontology Local Exploration Map), a visualization and analysis tool for focused exploration of the gene ontology graph. GOLEM allows the user to dynamically expand and focus the local graph structure of the gene ontology hierarchy in the neighborhood of any chosen term. It also supports rapid analysis of an input list of genes to find enriched gene ontology terms. The GOLEM application permits the user either to utilize local gene ontology and annotations files in the absence of an Internet connection, or to access the most recent ontology and annotation information from the gene ontology webpage. GOLEM supports global and organism-specific searches by gene ontology term name, gene ontology id and gene name.
          </jats:sec>
          <jats:sec>
            <jats:title>Conclusion</jats:title>
            GOLEM is a useful software tool for biologists interested in visualizing the local directed acyclic graph structure of the gene ontology hierarchy and searching for gene ontology terms enriched in genes of interest. It is freely available both as an application and as an applet at <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""http://function.princeton.edu/GOLEM"" ext-link-type=""uri"">http://function.princeton.edu/GOLEM</jats:ext-link>.
          </jats:sec>",Dentro do Escopo,https://bmcbioinformatics.biomedcentral.com/counter/pdf/10.1186/1471-2105-7-443.pdf
10.11113/jt.v78.9539,journal-article,2016-09-26,CONSTRUCTING AN ONTOLOGY-BASED AND GRAPH-BASED KNOWLEDGE REPRESENTATION OF ENGLISH QURAN,"This paper describes a work in constructing two models of knowledge representation (KR) in aiming to do evaluation of their achievement in contributing to increase performance of retrieving information on English Quran domain. Due to many approaches available to construct a KR in providing data for information retrieval process, there is a need to find out in what model the KR could provide a valuable contribution for retrieving information. We focused on ontology-based KR and graph database-based KR. We use Quranic Arabic corpus that available at http://www.corpus.quran.com as a source to build the KR. We extracted several data from it i.e. English token, token location, and token Part of Speech (POS). Protégé is used to construct the ontology and Neo4j is utilized in developing the graph database. Both KR models will be equipped in developing of an English Quran Question Answering system in order to evaluate their benefit.",Dentro do Escopo,Link para PDF não encontrado.
10.1504/ijmso.2014.060323,journal-article,2014-04-11,Lightweight domain ontology learning from texts: graph theory-based approach using Wikipedia,,Dentro do Escopo,Falha na requisição para o DOI: 10.1504/ijmso.2014.060323
10.3390/make4040056,journal-article,2022-12-01,Ontology Completion with Graph-Based Machine Learning: A Comprehensive Evaluation,"Increasing quantities of semantic resources offer a wealth of human knowledge, but their growth also increases the probability of wrong knowledge base entries. The development of approaches that identify potentially spurious parts of a given knowledge base is therefore highly relevant. We propose an approach for ontology completion that transforms an ontology into a graph and recommends missing edges using structure-only link analysis methods. By systematically evaluating thirteen methods (some for knowledge graphs) on eight different semantic resources, including Gene Ontology, Food Ontology, Marine Ontology, and similar ontologies, we demonstrate that a structure-only link analysis can offer a scalable and computationally efficient ontology completion approach for a subset of analyzed data sets. To the best of our knowledge, this is currently the most extensive systematic study of the applicability of different types of link analysis methods across semantic resources from different domains. It demonstrates that by considering symbolic node embeddings, explanations of the predictions (links) can be obtained, making this branch of methods potentially more valuable than black-box methods.",Dentro do Escopo,https://www.mdpi.com/2504-4990/4/4/56/pdf?version=1669882603
10.14445/22315381/ijett-v17p229,journal-article,2015-02-23,Pre-processing of Domain Ontology Graph Generation System in Punjabi,,Fora do Escopo,Fora do Escopo
10.1093/bioinformatics/btac147,journal-article,2022-03-08,GraphGONet: a self-explaining neural network encapsulating the Gene Ontology graph for phenotype prediction on gene expression,"<jats:title>Abstract</jats:title><jats:sec><jats:title>Motivation</jats:title>Medical care is becoming more and more specific to patients’ needs due to the increased availability of omics data. The application to these data of sophisticated machine learning models, in particular deep learning (DL), can improve the field of precision medicine. However, their use in clinics is limited as their predictions are not accompanied by an explanation. The production of accurate and intelligible predictions can benefit from the inclusion of domain knowledge. Therefore, knowledge-based DL models appear to be a promising solution.</jats:sec><jats:sec><jats:title>Results</jats:title>In this article, we propose GraphGONet, where the Gene Ontology is encapsulated in the hidden layers of a new self-explaining neural network. Each neuron in the layers represents a biological concept, combining the gene expression profile of a patient and the information from its neighboring neurons. The experiments described in the article confirm that our model not only performs as accurately as the state-of-the-art (non-explainable ones) but also automatically produces stable and intelligible explanations composed of the biological concepts with the highest contribution. This feature allows experts to use our tool in a medical setting.</jats:sec><jats:sec><jats:title>Availability and implementation</jats:title>GraphGONet is freely available at https://forge.ibisc.univ-evry.fr/vbourgeais/GraphGONet.git. The microarray dataset is accessible from the ArrayExpress database under the identifier E-MTAB-3732. The TCGA datasets can be downloaded from the Genomic Data Commons (GDC) data portal.</jats:sec><jats:sec><jats:title>Supplementary information</jats:title>Supplementary data are available at Bioinformatics online.</jats:sec>",Dentro do Escopo,Falha na requisição para o DOI: 10.1093/bioinformatics/btac147
10.17977/um072v1i12019p34-45,journal-article,2021-11-10,Modelling The Learner Model Based Ontology In Adaptive Learning Environment,"Currently, the online learners are increasingly demanding more personalized learning since the web technology, and the learners have individual features of characteristics such as learning goals, experiences, interests, personality traits, learning styles, learning activities, and prior knowledge. A personalized learning process requires an adaptive learning system (ALS). In order to adapt, a learner model is required. Thus, modelling the learner model in an adaptive system environment is a key point to success in recommending the learner. The ontology-based approach was used to model the adaptive learning model in this research.   Ontology is a graph structure that consists of a collection of contexts, relationships, and models which related to contexts. The ontology of the learner model enables to produce a description of learner’s properties which contains important information about domain knowledge, learning performance, interests, preference, goal, tasks, and personal traits.Keywords - Personalized Learning, Adaptive Learning System, Ontology, Learner Model",Dentro do Escopo,Link para PDF não encontrado.
10.53555/nnms.v2i3.556,journal-article,2022-02-08,Secure and Efficient Graph Derivation Representation Approach for Measuring and Distributing Cluster Based Ontology,"Secure data transmission for cluster-based measuring and comparing ontologies, where the clusters are formed dynamically and occasionally. We intend two sheltered and resourceful records Transmission(SET) protocols for CWSNs, is SET-IBS and SET-IBOOS, through by means of the IdentityBased digital Signature (IBS) scheme and the Identity-Based Online/Offline digital Signature (IBOOS) scheme in that order. During SET-IBS, protection relies on the rigidity of the DiffieHellman problem in the pairing domain. SET-IBOOS further reduces the computaional overhead for present a graph derivation representation based approach (GDR) for stable semantic quantity, which captures structural semantics of ontologies, which is while its serving relies on the hardness of the discrete logarithm problem. The calculations and simlations are provided to illustrate the efficiency of the new protocols. The domino effect illustrate to, the future protocols have better performance than the existing secure protocols for measuring and comparing ontologies, in terms of security overhead and energy consumption",Fora do Escopo,Fora do Escopo
10.1057/s41275-017-0056-8,journal-article,2017-05-15,Building a K-Pop knowledge graph using an entertainment ontology,,Fora do Escopo,Fora do Escopo
10.1142/s0219720011005641,journal-article,2011-06-28,A GRAPH-BASED SEMANTIC SIMILARITY MEASURE FOR THE GENE ONTOLOGY," Existing methods for calculating semantic similarities between pairs of Gene Ontology (GO) terms and gene products often rely on external databases like Gene Ontology Annotation (GOA) that annotate gene products using the GO terms. This dependency leads to some limitations in real applications. Here, we present a semantic similarity algorithm (SSA), that relies exclusively on the GO. When calculating the semantic similarity between a pair of input GO terms, SSA takes into account the shortest path between them, the depth of their nearest common ancestor, and a novel similarity score calculated between the definitions of the involved GO terms. In our work, we use SSA to calculate semantic similarities between pairs of proteins by combining pairwise semantic similarities between the GO terms that annotate the involved proteins. The reliability of SSA was evaluated by comparing the resulting semantic similarities between proteins with the functional similarities between proteins derived from expert annotations or sequence similarity. Comparisons with existing state-of-the-art methods showed that SSA is highly competitive with the other methods. SSA provides a reliable measure for semantics similarity independent of external databases of functional-annotation observations. ",Dentro do Escopo,Falha na requisição para o DOI: 10.1142/s0219720011005641
10.1039/c4mb00004h,journal-article,2014-02-05,The prediction of candidate genes for cervix related cancer through gene ontology and graph theoretical approach,"<p>With rapidly changing technology, the prediction of candidate genes has become an indispensable task in recent years mainly in the field of biological research.</p>",Dentro do Escopo,
10.2139/ssrn.4401860,journal-article,2023-03-27,A Novel Knowledge Graph Reasoning Approach in Real-Time Based on Ontology and User-Defined Rules Via Low-Code Editor,,Dentro do Escopo,Falha na requisição para o DOI: 10.2139/ssrn.4401860
10.1088/1742-6596/1575/1/012018,journal-article,2020-07-14,Research on Knowledge Graph Model for Cybersecurity Logs Based on Ontology and Classified Protection,"<jats:title>Abstract</jats:title>
               In order to audit and analyse cybersecurity events from massive logs, the knowledge graph model for cybersecurity logs is proposed. The data layer and the pattern layer of the knowledge graph model for cybersecurity logs is obtained based on ontology and classified protection. Entity classification of cybersecurity logs is extracted by using classified protection standards in the data layer of the knowledge graph. The relationship and attribute of ontology from cybersecurity logs is defined. The pattern layer of the knowledge graph model for cybersecurity logs is defined, classified protection data is integrated in entity alignment, and classified protection information gain is used in ontology construction. The structure of the knowledge graph for cybersecurity logs is given. So that the efficient association and deep mining analysis of cybersecurity logs are realized, and it can be directly analysed and processed on the data without the need for precise modelling of the problem. The efficiency of logs analysis is improved. The model has heuristic characteristics and generalization abstract ability, and the model is suitable for big data analysis of large-scale cybersecurity logs.",Dentro do Escopo,Link para PDF não encontrado.
10.1016/j.eswa.2011.03.090,journal-article,2011-03-16,GRAONTO: A graph-based approach for automatic construction of domain ontology,,Dentro do Escopo,Link para PDF não encontrado.
10.17700/jai.2015.6.4.213,journal-article,2015-11-05,Experiences with creating a Precision Dairy Farming Ontology (DFO) and a Knowledge Graph for the Data Integration Platform in agriOpenLink,"One of the central problems in creating information management solutions for precision dairy farming is integration and interpretation of heterogeneous data coming from different equipment and data sources. Establishing a unifying data model is recognized as a cornerstone to such solutions. Here, the challenge lies both in agreeing on a common information context, and in selecting appropriate model representations, model query and update techniques, which guarantee model extensibility. While already existing ISOagriNET Data Dictionaries capture broad variety of the livestock and dairy farming concepts, the existing model representation technics cannot support efficient model extension. In this paper, we present our experience with using the representation and query standards and tools of the Semantic Web, endorsed by the World Wide Web Consortium (W3C), in particular the Resource Description Framework (RDF), the Web Ontology Language (OWL), and the SPARQL query standard, to encode and manipulate the dairy farming domain knowledge in a form of the Dairy Farming Ontology (DFO). Within the research project agriOpenLink the DFO has been created in two phases. The first phase focused on using the Semantic Web tools to facilitate easy encoding and manipulation of the dairy farming domain knowledge and the platform operational data models. The second phase focused on translating ISOagriNET Data Dictionaries into their semantic representations. Resulting DFO is maintained in a semantic repository, and it presents a knowledge graph and as integration backbone for the agriOpenLink decision support platform.",Dentro do Escopo,
10.1111/exsy.12337,journal-article,2018-10-09,Variable weight semantic graph‐based ontology mapping method,"<jats:title>Abstract</jats:title>The mapping method that is based on the name and structure of the ontology elements is the strategy used in most mapping methods. Methods using the name often only use the similarity between the individual elements in the ontology to predict the semantic relations between two ontologies, while the latter measure the mapping between two ontologies by means of the structural relations between the elements. The effects of these two kinds of mapping strategies are not ideal. Addressing this issue, the work presented in this paper proposes an ontology mapping approach, in which the ontology element name and structure are combined. It uses the approaches based on linguistics and distance to generate a variable weight semantic graph. On this graph, the similarity of element names and structure are calculated through iterative computation. In the process of iteration, similarity result values are constantly adjusted. The approach avoids the problem of single methods that cannot use the entire amount of ontology information; therefore, it provides a more ideal mapping result. For making full use of the message of ontology, our implementation and experimental results are provided to demonstrate the effectiveness of the mapping approach.",Dentro do Escopo,Falha na requisição para o DOI: 10.1111/exsy.12337
10.1186/s12859-020-03816-8,journal-article,2020-12-16,Graph embeddings on gene ontology annotations for protein–protein interaction prediction,"<jats:title>Abstract</jats:title><jats:sec>
                <jats:title>Background</jats:title>
                Protein–protein interaction (PPI) prediction is an important task towards the understanding of many bioinformatics functions and applications, such as predicting protein functions, gene-disease associations and disease-drug associations. However, many previous PPI prediction researches do not consider missing and spurious interactions inherent in PPI networks. To address these two issues, we define two corresponding tasks, namely missing PPI prediction and spurious PPI prediction, and propose a method that employs graph embeddings that learn vector representations from constructed Gene Ontology Annotation (GOA) graphs and then use embedded vectors to achieve the two tasks. Our method leverages on information from both term–term relations among GO terms and term-protein annotations between GO terms and proteins, and preserves properties of both local and global structural information of the GO annotation graph.
              </jats:sec><jats:sec>
                <jats:title>Results</jats:title>
                We compare our method with those methods that are based on information content (IC) and one method that is based on word embeddings, with experiments on three PPI datasets from STRING database. Experimental results demonstrate that our method is more effective than those compared methods.
              </jats:sec><jats:sec>
                <jats:title>Conclusion</jats:title>
                Our experimental results demonstrate the effectiveness of using graph embeddings to learn vector representations from undirected GOA graphs for our defined missing and spurious PPI tasks.
              </jats:sec>",Fora do Escopo,Fora do Escopo
10.1016/j.neucom.2020.10.095,journal-article,2020-11-10,A knowledge graph method for hazardous chemical management: Ontology design and entity identification,,Dentro do Escopo,Link para PDF não encontrado.
10.17516/1999-494x-0306,journal-article,2021-04-01,Game Graph and Formats Approach for Mixlingual Data Ontology for Geological and Marketing Tasks,"The paper introduces a new concept – trans-forest. A forest is a complex of additional connected trees. The skeleton of the graph is the basic multi-hierarchy. Subjects and “forces” are sources of moves on the playing field of the trans-forest based on the rules of the generative grammars of Montague. Each move of all generative grammars is synchronized with the meta-generative grammar – the “daemon of time”. Each turn over a trans-forest can be done by moving the present marker on the time tree to the “Next” position. Particular attention is paid to the format tree and trans-connections between trees and its levels, since it is the format tree that determines human behavior in certain situations. An algorithm of evolutionarily justified expansions is proposed, the purpose of which is to ensure well-being for the subject himself and other subjects. The proposed trans-forest model is intended for modeling educational, language IT marketing, geological and other situations from the point of view of graph theory and game theory",Dentro do Escopo,https://elib.sfu-kras.ru/bitstream/2311/139971/1/13_Skornyakova.pdf
10.1080/09544828.2020.1860202,journal-article,2020-12-22,Automatically inferring technology compatibility with an ontology and graph rewriting rules,,Dentro do Escopo,Falha na requisição para o DOI: 10.1080/09544828.2020.1860202
10.1016/j.procs.2021.12.019,journal-article,2022-01-10,Using a graph database for the ontology-based information integration of business objects from heterogenous Business Information Systems,,Dentro do Escopo,Link para PDF não encontrado.
10.1016/j.csi.2023.103801,journal-article,2023-10-20,An ontology-based secure design framework for graph-based databases,,Dentro do Escopo,Link para PDF não encontrado.
10.1088/1742-6596/1802/4/042056,journal-article,2021-03-09,Analysis on the Construction of Knowledge Graph of Mass Events Based on Ontology,"<jats:title>Abstract</jats:title>
               Mass incidents pose a serious threat to public order and national security, building a knowledge base in the field of mass incidents, visualizing the relationship between entities from incidents, and scientifically reasoning about key information about incidents have become key links in effectively responding to mass violence crimes. In view of the lack of existing mass incident knowledge graph analysis methods and strong subjective reasoning methods, based on the BiLSTM-CRF model, this paper analyzes event elements and entity associations by extracting entities from the text data of mass events, the protege software is used to construct the mass event ontology model, and the visualization of the mass event knowledge graph is realized based on the neo4j graph database. The research results show that the knowledge graph established in this paper can better reflect the correlation between the elements in the mass incident, and is of great significance to the national security department to improve the emergency decision-making ability.",Dentro do Escopo,Link para PDF não encontrado.
